CAMIS,ZIPCODE,INSPECTION_DATE,SCORE,GRADE
50038896,11106,1/18/2022,17,B
50068320,10016,7/27/2022,72,C
40397335,11209,8/21/2019,12,A
50050333,10018,1/24/2022,11,A
50060716,10302,7/26/2017,17,B
50033308,11209,2/24/2022,24,B
50045820,10012,3/22/2022,12,A
50044118,11416,6/24/2019,24,B
41057755,11374,10/24/2019,13,A
50004244,10011,9/13/2017,12,A
50017836,11101,7/22/2022,13,A
50104354,11209,11/29/2021,13,A
40514147,10014,4/13/2022,53,C
50015405,10462,2/4/2020,8,A
50114102,11236,12/10/2021,62,C
50101058,11104,9/1/2022,28,C
50000549,10022,7/7/2022,11,A
50077924,10040,9/12/2018,15,B
41672897,11434,10/12/2022,25,B
50083625,11218,12/30/2019,7,A
50008609,10280,6/6/2019,10,A
50095632,11362,8/26/2019,12,A
41403608,11104,3/31/2022,20,B
41148002,11004,9/1/2021,13,A
50084352,11220,8/23/2022,71,C
50043733,11414,8/23/2019,26,B
50064379,10462,9/27/2019,9,A
50039294,11208,8/16/2022,51,C
41556469,11102,2/8/2020,11,A
50089388,10001,5/18/2022,7,A
40400209,11235,1/14/2022,19,B
40584579,11234,1/5/2022,12,A
50078364,10013,4/12/2022,41,C
41431607,11209,10/12/2019,15,B
50071246,11226,8/7/2019,13,A
50056505,11235,8/30/2022,52,C
50017941,11221,10/9/2019,32,C
41608854,11358,5/20/2019,23,B
50001829,11415,6/9/2022,0,A
41511725,11235,2/20/2020,47,C
41421237,10013,1/21/2022,13,A
41694393,11220,6/27/2019,18,B
41273383,11214,6/17/2019,13,A
40842393,10016,11/20/2018,9,A
41589520,10018,8/11/2022,33,C
50064385,11106,9/22/2022,5,A
50072538,11207,7/13/2022,13,A
50087479,11416,1/22/2020,25,B
50066372,10465,6/19/2018,7,A
50052503,10009,8/5/2019,51,C
50043757,10462,11/6/2019,30,C
50046380,11411,10/24/2022,17,B
50076397,10007,7/13/2022,36,C
50105696,10003,11/9/2021,18,B
50116588,11236,6/15/2022,12,A
50063296,11221,6/7/2018,21,B
50087162,10458,8/3/2022,36,C
50044966,10458,1/11/2018,7,A
50097054,11373,3/11/2020,18,B
40392313,10305,1/4/2022,22,B
50073556,10468,10/7/2022,12,A
50001258,11215,1/10/2020,13,A
40391259,11419,9/16/2019,33,C
50058136,11374,7/1/2022,6,A
40698823,11215,9/17/2019,21,B
41226719,11385,8/7/2019,12,A
50007126,10017,7/28/2022,24,B
40392496,10014,8/29/2019,13,A
50062426,11238,5/8/2018,9,A
50004620,11201,4/19/2022,32,C
50058195,10002,11/17/2021,29,C
50056589,11203,4/29/2022,29,C
50110300,11220,8/16/2021,34,C
50118248,10001,5/18/2022,0,A
41457023,10002,2/26/2018,8,A
41348416,11222,2/20/2018,7,A
50018226,11372,3/29/2019,10,A
50074699,11205,9/9/2021,21,B
50121519,11217,8/24/2022,53,C
50093687,11356,12/26/2019,0,A
50120529,11214,7/28/2022,11,A
40839232,11224,6/21/2019,48,C
50002135,11207,9/18/2018,12,A
41710798,10461,2/24/2022,14,B
50109819,10458,8/24/2021,12,A
50050712,11231,10/26/2019,40,C
50053392,10306,9/30/2022,12,A
50088114,11237,10/31/2019,65,C
50077270,11354,9/26/2019,22,B
50005067,10001,5/14/2019,21,B
50047741,11369,4/7/2022,35,C
50040509,10314,3/4/2020,12,A
50083953,10002,10/24/2019,31,C
41394237,10001,1/10/2022,42,C
50036537,10016,10/15/2019,10,A
50006286,11201,2/28/2022,26,B
41244429,11385,7/8/2019,61,C
40375616,10028,5/7/2019,10,A
50104869,10024,10/28/2021,29,C
50120701,11419,6/27/2022,0,A
50072703,11413,4/7/2022,22,B
40545454,10019,9/28/2022,70,C
50090843,11201,5/23/2022,5,A
50000161,10012,2/27/2019,17,B
50114463,11224,9/14/2022,30,C
50097024,11214,8/27/2019,10,A
41636209,10019,9/13/2019,9,A
50062529,11104,3/9/2020,25,B
50099190,11368,11/12/2019,42,C
50112035,11220,12/6/2021,28,C
41428706,11229,1/12/2022,5,A
50060720,11385,4/17/2019,43,C
50096129,10452,9/30/2022,17,B
41157590,11368,10/14/2022,13,A
50081233,10010,10/30/2019,27,B
50084831,10036,9/22/2022,44,C
40729264,10001,1/24/2020,13,A
50074966,11377,2/29/2020,29,C
50033801,10027,12/13/2018,9,A
41682994,10002,5/10/2019,38,C
40941224,11358,10/17/2018,25,B
50115167,11372,3/28/2022,0,A
50050375,10011,2/27/2019,25,B
50005384,10302,9/6/2022,0,A
50085607,11201,4/19/2022,7,A
50089107,10009,10/25/2022,54,C
50090232,11366,8/31/2022,44,C
50078532,10002,2/15/2022,16,B
50009345,10038,10/12/2022,19,B
40635294,11421,6/7/2018,40,C
41700054,10022,1/9/2019,23,B
50102262,11214,3/9/2020,54,C
50100207,10019,7/28/2022,35,C
40388194,10014,2/28/2017,23,B
50094476,11236,1/26/2022,10,A
50091096,10007,3/3/2020,7,A
50089228,10454,11/19/2021,12,A
50082901,11211,1/26/2019,11,A
50070251,11206,5/5/2022,13,A
40604004,10075,4/12/2022,26,B
50087821,11435,5/10/2022,29,C
50016892,10012,11/26/2019,13,A
40369675,11104,7/19/2021,11,A
50036116,11209,8/29/2019,13,A
50114194,11201,6/21/2022,35,C
50123259,11249,8/17/2022,33,C
41493226,10018,5/26/2016,48,C
40423571,10458,8/5/2021,13,A
41394230,10312,7/25/2019,10,A
41614445,11109,2/13/2020,26,B
50107343,10468,3/9/2022,14,B
41334807,10003,1/26/2022,13,A
50126098,11375,9/1/2022,12,A
41535378,10007,2/24/2020,9,A
40363834,10305,8/2/2022,7,A
50012812,11373,5/22/2019,21,B
50057361,10026,6/15/2022,10,A
50010956,11354,11/4/2019,21,B
40510286,11419,1/16/2020,10,A
50096263,11201,5/4/2022,12,A
50114231,10013,11/30/2021,16,B
41416480,11230,10/18/2018,13,A
50115851,10031,11/17/2021,37,C
41543722,10033,3/31/2022,50,C
50042809,10036,8/27/2018,25,B
41374594,10001,7/26/2019,13,A
41002789,11220,1/27/2022,11,A
50107104,10458,8/3/2021,7,A
50117982,10010,10/17/2022,13,A
41607908,11204,4/27/2022,24,B
41580517,10031,3/5/2020,21,B
41072640,11368,5/6/2022,22,B
50060864,11222,7/11/2022,61,C
50001085,10038,3/15/2022,9,A
40392256,11354,9/7/2021,27,B
50007212,11218,12/19/2019,2,A
50002038,11218,3/17/2022,23,B
41465455,11212,9/26/2022,11,A
50044882,10455,7/28/2022,13,A
50034285,10280,5/5/2022,0,A
50090601,11211,6/1/2022,36,C
50088233,10018,7/30/2019,12,A
50083587,10001,4/11/2022,9,A
50101461,10002,8/3/2021,0,A
41305003,11249,8/1/2017,29,C
50064186,10007,10/24/2022,41,C
50106430,11372,8/16/2021,66,C
50116941,10026,8/24/2022,23,B
50070998,11417,1/19/2018,76,C
50067730,11239,7/22/2019,2,A
50100433,11432,4/27/2022,7,A
50105573,10033,12/15/2021,9,A
50005398,11365,7/19/2021,13,A
41193019,10019,10/31/2017,4,A
50079212,10454,6/16/2022,0,A
40806615,11223,7/11/2022,35,C
41680924,11354,2/12/2020,12,A
50103606,11201,10/18/2022,35,C
50101055,10474,9/21/2021,123,C
41308515,11222,8/22/2019,7,A
50033318,11102,1/24/2020,8,A
50079007,11217,7/18/2022,29,C
50118120,10014,3/23/2022,0,A
40654823,10024,9/11/2019,20,B
40943306,11203,2/11/2022,26,B
50038241,11211,2/14/2018,19,B
50104791,11375,9/27/2021,70,C
41183397,10459,7/18/2019,32,C
50011908,10013,11/13/2019,54,C
50081737,10016,8/20/2018,44,C
50033839,10003,5/9/2022,45,C
50000135,10032,2/26/2019,12,A
50073931,10017,11/1/2019,12,A
50048074,10453,1/12/2022,23,B
50010850,11103,5/31/2019,12,A
50114423,10002,7/8/2022,25,B
50043851,11368,6/8/2018,9,A
40569633,10036,2/17/2022,22,B
41639556,10282,12/13/2019,13,A
50011222,10001,11/12/2019,21,B
40765358,10461,7/26/2021,9,A
50066314,11355,3/12/2020,29,C
41647741,10003,2/23/2022,11,A
50092085,11691,5/31/2022,12,A
50057067,11203,8/2/2022,2,A
41386038,11218,12/3/2018,14,B
41643671,11225,1/21/2020,26,B
41704604,10033,2/15/2022,13,A
50125222,10010,10/5/2022,7,A
50012014,10035,1/3/2022,16,B
50105962,10463,8/23/2022,34,C
50009767,10022,8/10/2022,37,C
50040458,10018,4/4/2022,10,A
50117096,11375,12/7/2021,51,C
50047794,10463,1/16/2018,23,B
50089228,10454,10/2/2019,27,B
40520857,10028,11/14/2019,94,C
41502643,11378,9/6/2022,23,B
41624530,10036,4/10/2019,12,A
50116268,10314,10/12/2022,49,C
41255390,10452,5/19/2022,31,C
50119707,11421,8/18/2022,20,B
40886435,11432,2/26/2020,13,A
50092264,11374,7/27/2022,0,A
41491686,11372,1/18/2022,30,C
40678235,11361,1/16/2020,16,B
41076314,10026,9/11/2019,63,C
40994221,10010,9/23/2019,20,B
50043303,11372,10/31/2019,12,A
40729582,10013,10/30/2019,21,B
50087858,11366,5/6/2019,9,A
50103932,10038,11/29/2021,0,A
50105774,10023,12/2/2021,71,C
50108031,10011,12/2/2021,27,B
41531476,11207,9/25/2019,13,A
50057082,11233,12/3/2019,11,A
50063803,10473,4/10/2019,10,A
50087410,10019,11/4/2019,13,A
50052618,10007,4/27/2022,28,C
50105052,11224,11/9/2021,13,A
50041997,11362,10/1/2018,19,B
40607604,11435,7/23/2021,20,B
50081979,11368,10/10/2018,31,C
50036927,10465,4/14/2022,17,B
50102031,10010,2/26/2020,24,B
41708903,11231,1/21/2020,9,A
40640493,11208,5/16/2019,18,B
41648318,10013,11/5/2021,12,A
50093899,11222,2/17/2022,24,B
50003177,11374,9/3/2021,13,A
40370238,11377,7/19/2021,5,A
50072887,11412,7/13/2022,13,A
50061442,11355,5/9/2022,0,A
50045803,11416,7/18/2019,80,C
50094460,11421,5/4/2022,25,B
50044591,10018,8/23/2017,22,B
41708795,11373,10/17/2018,10,A
50080635,10002,6/7/2022,12,A
41646302,11106,8/11/2021,18,B
50067685,10128,3/28/2022,26,B
50068320,10016,8/1/2022,10,A
40576056,10466,8/10/2021,21,B
50004436,11206,3/17/2022,35,C
50097945,11229,8/12/2022,7,A
41002789,11220,7/29/2022,11,A
50054788,11375,7/24/2019,4,A
50073722,10001,7/11/2019,24,B
41554812,11237,7/31/2019,13,A
40356483,11234,8/19/2022,2,A
41637689,11375,2/8/2022,13,A
50098570,10040,10/7/2019,41,C
41383216,10030,2/19/2020,35,C
50015423,10036,2/21/2017,13,A
50002545,10023,10/12/2022,23,B
50032794,10019,9/16/2019,25,B
50017275,10012,9/3/2019,43,C
41650784,10075,2/3/2022,10,A
41422201,10010,2/15/2018,23,B
41299756,10458,2/3/2022,19,B
41467086,10019,9/3/2019,13,A
40386976,10013,10/3/2019,44,C
50011932,10004,6/27/2022,55,C
50090514,11215,2/26/2020,20,B
50078890,10128,9/17/2019,14,B
50070734,11358,1/29/2020,9,A
50108963,10018,2/23/2022,13,A
50102393,10018,2/13/2020,9,A
41046514,10301,4/25/2022,20,B
50127307,11385,9/12/2022,11,A
40551765,11375,2/2/2022,23,B
41419773,10016,2/24/2020,9,A
41699945,11214,5/10/2022,37,C
50069068,10009,10/24/2019,15,B
41175984,11368,3/30/2019,0,A
41370345,11103,4/18/2022,22,B
40669394,10467,8/8/2019,12,A
50006794,11215,6/18/2019,10,A
50100220,11218,5/19/2022,48,C
50105147,11220,7/27/2021,32,C
50092153,10002,3/1/2022,21,B
50019068,10012,8/20/2019,11,A
41433795,11385,1/13/2022,9,A
40949516,11226,2/19/2020,66,C
50000989,10012,8/15/2017,18,B
50066022,10003,10/2/2019,26,B
50059794,10463,6/10/2019,23,B
50071807,10003,3/16/2018,13,A
50069047,11102,6/13/2022,50,C
50111191,10013,9/20/2022,37,C
50056216,10003,2/3/2020,72,C
41398358,10014,3/24/2022,24,B
41245444,11215,2/16/2022,0,A
50037363,10461,5/31/2022,12,A
50064557,10003,7/20/2021,20,B
41076471,10305,11/14/2019,16,B
50093978,11224,4/21/2022,13,A
41230536,11204,3/30/2022,33,C
50078618,10002,7/14/2022,10,A
50046479,10014,10/14/2022,24,B
50043885,10036,3/16/2017,35,C
50099930,11216,12/26/2019,31,C
50102397,11209,1/9/2020,7,A
41694302,11234,9/25/2019,13,A
40396381,10032,11/25/2019,45,C
50079640,11419,6/27/2022,0,A
41701548,10002,10/29/2019,5,A
41649471,11222,3/10/2020,9,A
50070788,11212,4/30/2022,7,A
50003984,11236,11/14/2019,30,C
41303290,10462,12/6/2019,6,A
50049573,11211,12/12/2019,18,B
50060781,11237,1/24/2022,13,A
50126001,11226,8/9/2022,58,C
50056456,11101,3/16/2022,0,A
50050400,11385,10/8/2019,10,A
50044423,11435,9/6/2022,27,B
41681345,11435,1/18/2022,17,B
50064516,10029,9/23/2019,12,A
50105368,10472,10/21/2022,53,C
41642773,10282,10/14/2022,22,B
50043999,11102,8/22/2019,21,B
41680256,11226,8/18/2021,11,A
50014362,11372,5/25/2022,25,B
41086102,11201,1/11/2022,6,A
41547179,11214,4/26/2022,12,A
50001750,10282,9/30/2022,9,A
41301641,11249,12/10/2019,43,C
50104379,10018,8/22/2022,4,A
50000071,11373,3/16/2022,49,C
40619544,10011,10/5/2022,31,C
50001956,10466,9/11/2019,9,A
50069653,10002,6/3/2022,69,C
41067497,11106,1/20/2022,12,A
50074809,10022,5/13/2019,35,C
50104160,10002,9/12/2022,20,B
50010986,10030,7/31/2019,12,A
50063550,10017,1/16/2020,7,A
50103129,11104,3/9/2020,17,B
50100274,11208,12/4/2019,3,A
50037026,11214,6/8/2022,12,A
50041835,11377,12/7/2019,27,B
41708566,10453,1/19/2022,45,C
41720461,11418,12/12/2018,20,B
50011353,10038,10/24/2019,22,B
50081136,11221,4/18/2019,13,A
50078414,10024,4/10/2019,14,B
50073625,10027,6/19/2019,25,B
41185928,11385,10/24/2019,11,A
50125052,10014,8/18/2022,37,C
50099506,10009,12/3/2019,54,C
41424474,10027,9/12/2019,9,A
50045768,10019,8/7/2018,13,A
40402368,10012,3/23/2022,8,A
50015564,10006,5/20/2019,31,C
50118803,11354,2/14/2022,47,C
50073325,10029,4/22/2019,15,B
41418789,10465,1/27/2022,24,B
50098490,10024,12/4/2019,10,A
50036720,10022,5/25/2022,8,A
41665029,11215,7/15/2022,40,C
50000938,11377,3/15/2018,12,A
40755766,11368,2/1/2022,9,A
50061303,10017,1/27/2022,0,A
40381797,10022,2/20/2020,49,C
41139219,11211,10/30/2019,38,C
50107651,11238,9/27/2021,22,B
40570920,10016,6/22/2017,19,B
50065236,11201,3/2/2020,12,A
41573314,10472,3/25/2019,39,C
50091395,11413,8/1/2019,53,C
40394701,11357,7/24/2019,12,A
41612487,11218,1/6/2020,26,B
50053372,10280,5/19/2022,0,A
50016020,11238,12/11/2019,10,A
41675471,10454,8/20/2021,55,C
40384662,11229,1/12/2022,30,C
50079212,10454,9/25/2019,13,A
50062900,11357,10/31/2019,13,A
41070120,10465,9/15/2022,13,A
50108692,10001,3/18/2022,24,B
50019198,11362,10/24/2019,40,C
50058493,10019,7/28/2022,20,B
50004449,10468,1/28/2020,41,C
50106006,10016,8/18/2022,40,C
50081129,11203,8/25/2021,11,A
50086402,10036,5/17/2019,13,A
50033659,11415,1/16/2020,13,A
50083443,11106,7/18/2022,10,A
50078421,11368,2/14/2022,6,A
50122870,10016,6/2/2022,0,A
50116824,10001,3/22/2022,28,C
50074158,10019,8/4/2022,13,A
50105997,10019,10/26/2021,26,B
50105144,11004,11/16/2021,0,A
40395087,11415,3/18/2019,13,A
41152860,11236,2/5/2020,8,A
40402375,10019,1/31/2020,13,A
50059154,11222,10/5/2022,2,A
50006312,11213,4/1/2022,8,A
50065601,10036,5/24/2022,0,A
50049831,10001,8/2/2019,26,B
50015564,10006,11/19/2019,47,C
50105665,11223,8/13/2021,29,C
41478516,11215,9/17/2022,25,B
50100631,11220,1/8/2020,21,B
50074932,11104,9/9/2019,5,A
41478736,10033,4/19/2022,17,B
50057543,11229,3/20/2019,7,A
50077411,11101,2/4/2020,17,B
50100952,11215,6/7/2022,10,A
41419773,10016,5/30/2019,12,A
41418978,10010,3/29/2022,28,C
41572565,10004,4/26/2019,11,A
50103793,10022,1/24/2022,0,A
40812973,10013,3/19/2019,16,B
41701492,11432,10/6/2022,57,C
50094588,10019,6/21/2019,43,C
40382802,10022,10/8/2019,33,C
50096554,10007,12/20/2019,10,A
40965048,11229,8/19/2019,20,B
50073407,11422,12/23/2019,11,A
41628099,10029,1/9/2020,9,A
50126830,11373,9/16/2022,26,B
50086042,11373,3/15/2019,28,C
41618228,10001,2/14/2019,12,A
41125878,10003,5/9/2022,12,A
41711468,11201,7/5/2017,22,B
40378579,10018,2/16/2022,10,A
40402337,11106,3/7/2019,9,A
50069519,11372,6/1/2022,26,B
50076144,11222,6/17/2022,29,C
50086715,11201,9/23/2019,16,B
50058017,11234,5/23/2019,54,C
41608382,11385,4/28/2022,40,C
40578433,11419,10/20/2022,12,A
40853737,11101,11/4/2019,21,B
50058412,10452,9/11/2019,52,C
41700793,11236,3/2/2022,40,C
50112621,10033,5/9/2022,8,A
50086044,10452,8/23/2022,20,B
41346413,11231,3/28/2019,8,A
50089472,11208,9/20/2022,10,A
50036698,11374,12/16/2019,37,C
50004412,10028,8/7/2019,24,B
50032938,10016,7/19/2022,0,A
41049312,10036,8/10/2022,23,B
41212364,10004,8/26/2019,11,A
40536616,11372,8/28/2018,18,B
40718557,10004,3/7/2019,12,A
50060589,11377,3/2/2020,26,B
41573992,10128,6/8/2019,17,B
50128078,11215,10/12/2022,58,C
40556572,11412,9/19/2019,15,B
50111042,11217,7/19/2021,12,A
50090908,10019,6/5/2019,12,A
50122409,10016,9/1/2022,28,C
41468442,10453,12/26/2019,24,B
50125248,11222,8/8/2022,5,A
50061322,10010,8/16/2022,13,A
40994918,10009,4/19/2022,29,C
50074198,11209,8/24/2019,19,B
50060766,10022,8/5/2021,30,C
50053144,11209,10/15/2019,16,B
41388576,10036,9/7/2018,22,B
41421237,10013,1/3/2020,13,A
50032715,10031,9/9/2022,28,C
50042180,10459,2/24/2020,11,A
41689833,11372,12/20/2019,12,A
40378035,11367,9/9/2022,10,A
50053703,10463,2/10/2022,72,C
50016770,10128,9/19/2018,42,C
41338312,10033,7/23/2019,13,A
50126161,10002,8/26/2022,37,C
40821141,10309,6/15/2019,10,A
40592791,11228,4/22/2019,13,A
50108129,11101,5/16/2022,38,C
50051662,10016,9/2/2016,13,A
40368577,11218,1/24/2017,11,A
41697314,10128,1/8/2019,18,B
50109065,11206,7/13/2022,15,B
41390998,10017,7/2/2019,42,C
50127515,10025,10/6/2022,10,A
50012210,11238,11/14/2017,25,B
50088487,10307,4/6/2022,11,A
40402899,11234,10/31/2018,12,A
50092101,10007,12/16/2019,4,A
41480283,10458,7/10/2019,27,B
50078726,11368,11/20/2019,20,B
50106089,11215,10/1/2021,58,C
50087151,10009,1/27/2020,19,B
40538563,10022,9/14/2017,11,A
41397768,11223,9/14/2021,7,A
41405616,11211,10/3/2019,22,B
50119301,11217,8/16/2022,0,A
50048671,10028,9/13/2022,0,A
50073587,10022,4/20/2022,13,A
50037511,10014,9/12/2018,12,A
50077397,11436,4/14/2022,36,C
50062554,10033,11/14/2019,25,B
50045647,10002,1/10/2020,36,C
50073722,10001,6/27/2019,30,C
50064480,10007,6/8/2022,40,C
40608422,10468,9/29/2022,49,C
50048035,11361,8/6/2019,11,A
41225718,11205,1/16/2020,9,A
50056257,10021,8/3/2021,13,A
50105299,11216,10/17/2022,38,C
41213323,11219,9/8/2021,5,A
50119642,10461,5/23/2022,27,B
50103129,11104,7/8/2022,21,B
41647571,10027,2/1/2022,13,A
50088560,10018,7/1/2022,35,C
41677155,10469,7/18/2019,12,A
40738177,11368,10/3/2019,19,B
50083286,11237,1/22/2020,32,C
50115709,10001,1/6/2022,32,C
50060716,10302,6/20/2018,11,A
50074561,10305,8/25/2021,13,A
41386642,10001,3/16/2022,25,B
50057633,10001,2/10/2020,13,A
41454471,11354,6/24/2019,32,C
50119655,10018,7/25/2022,2,A
41072888,10038,10/12/2021,61,C
40694767,10022,10/31/2019,29,C
50017823,10025,4/6/2022,0,A
50038063,11355,11/8/2019,13,A
50098804,11235,11/13/2019,31,C
40862111,10003,7/2/2019,13,A
50057816,11374,12/11/2019,8,A
50053768,11220,8/2/2021,12,A
50048254,11220,8/8/2019,7,A
41596604,11374,4/25/2022,13,A
40610000,11222,1/28/2022,13,A
50103089,10016,12/15/2021,28,C
41694705,11385,4/13/2022,29,C
50066276,11368,5/26/2022,13,A
50046901,11235,3/24/2022,13,A
41385657,10458,10/4/2017,6,A
50039878,11385,8/5/2022,69,C
50076470,10016,9/19/2022,12,A
50018300,10001,8/29/2022,39,C
41305588,10033,2/23/2022,12,A
41468815,10027,2/11/2020,32,C
41508258,10303,2/20/2019,9,A
41395226,10455,2/11/2020,11,A
40717559,11375,1/15/2020,18,B
50098630,10016,11/22/2019,40,C
40398811,10001,8/3/2021,13,A
50079776,11237,11/9/2018,19,B
41567826,11366,8/1/2018,13,A
50034395,10462,5/15/2017,10,A
50078534,11214,8/24/2021,13,A
41537020,10002,1/19/2022,26,B
50067280,11355,12/26/2018,25,B
40759924,10011,3/25/2022,12,A
50047231,11103,3/11/2019,12,A
50073453,11385,8/22/2022,12,A
50107643,10028,8/31/2021,11,A
50011568,11101,11/30/2018,20,B
40425023,11429,2/11/2022,12,A
50086248,10025,5/7/2019,3,A
50101982,10301,9/8/2022,48,C
41712295,11209,9/18/2018,27,B
50012080,11238,3/22/2018,5,A
50003586,11378,7/11/2022,0,A
50057983,11368,10/30/2019,9,A
50099109,10003,10/25/2022,26,B
50052642,10019,4/8/2022,69,C
50086635,10027,8/9/2021,16,B
40395906,11379,6/19/2019,11,A
41544857,11201,9/7/2022,26,B
50068059,11232,6/6/2019,11,A
50097395,10018,3/16/2020,46,C
50113335,11206,10/20/2022,44,C
50105947,11105,3/24/2022,20,B
41505165,10128,2/28/2017,18,B
41628657,10011,6/11/2018,34,C
50046255,11206,5/26/2022,20,B
50085108,10017,8/4/2022,23,B
50086803,10012,10/9/2019,21,B
41655272,10033,3/8/2019,11,A
50089253,10003,5/12/2022,0,A
50048350,11210,9/12/2022,79,C
40932574,11419,3/14/2022,36,C
50110487,10012,11/16/2021,17,B
50066588,10027,3/9/2018,9,A
41615149,11204,1/23/2018,13,A
50082952,10465,3/21/2019,47,C
50011515,11385,7/13/2022,68,C
50106079,11223,11/3/2021,12,A
50108061,11373,7/15/2022,22,B
50001368,11219,12/18/2019,11,A
50074145,10024,4/6/2022,10,A
41701345,11235,5/12/2022,0,A
41620272,11372,1/22/2020,20,B
41553265,11361,7/29/2019,26,B
41423445,11354,11/4/2019,21,B
50043694,11222,7/25/2019,13,A
50112184,10462,12/1/2021,11,A
50120023,11209,5/2/2022,29,C
50043413,10003,2/7/2020,11,A
50054846,11365,1/30/2020,4,A
50058239,11201,7/23/2019,28,C
40735273,11368,12/28/2017,32,C
40423976,11434,1/28/2022,10,A
50101726,11218,3/2/2020,17,B
50088489,10038,6/3/2019,17,B
50045944,11229,10/24/2022,20,B
50089240,10028,6/2/2022,0,A
41647741,10003,2/19/2020,16,B
50096082,11220,3/2/2020,25,B
41076314,10026,3/10/2022,34,C
50078373,11375,7/15/2019,13,A
41306859,11106,4/21/2022,39,C
41606724,10467,4/30/2018,9,A
50047483,11201,2/23/2022,29,C
41435037,10454,4/20/2017,13,A
50001564,10471,2/19/2019,9,A
50055011,10012,12/10/2019,41,C
41629135,10009,1/20/2022,18,B
50091755,10025,6/15/2022,0,A
50039988,10013,12/16/2019,25,B
50066314,11355,6/3/2022,31,C
41321253,11373,10/16/2019,12,A
41614210,10021,7/3/2019,9,A
50098683,10305,3/7/2022,13,A
40372694,11357,3/30/2022,12,A
50042099,10013,8/15/2019,9,A
50073766,10003,8/8/2019,18,B
50005707,11209,3/27/2019,11,A
41684054,10002,12/26/2017,19,B
50069519,11372,8/16/2019,10,A
50017272,11201,9/2/2022,23,B
50112208,11238,11/5/2021,15,B
50008504,11214,10/23/2019,5,A
41468132,10018,7/27/2022,56,C
50013274,11430,8/30/2017,12,A
41110219,11101,10/15/2019,47,C
40660748,10011,10/24/2019,19,B
50107309,11236,12/30/2021,15,B
50106610,11102,7/19/2021,18,B
41232890,10022,2/7/2020,10,A
50051903,11422,12/21/2021,6,A
50107559,10458,11/30/2021,35,C
50101984,11426,12/9/2021,48,C
41595474,11354,5/9/2019,12,A
40601006,11215,3/4/2022,12,A
40939686,10002,12/24/2019,44,C
50099916,11372,10/30/2019,17,B
50017716,10031,9/27/2018,12,A
41561808,10027,5/23/2022,44,C
50036141,11220,7/31/2019,71,C
50071095,10013,5/31/2019,2,A
50078229,10021,8/12/2021,11,A
50072251,11385,12/2/2021,31,C
50066355,10463,7/11/2022,62,C
50001014,10461,3/16/2020,5,A
41452375,10014,11/9/2018,8,A
40380657,11224,4/6/2019,13,A
50034110,11106,1/15/2020,13,A
50117495,11211,5/24/2022,86,C
50092679,10029,10/17/2019,26,B
50088108,10016,2/28/2022,14,B
41417928,10474,1/17/2020,7,A
50092688,11426,9/7/2021,12,A
41384147,10036,1/13/2020,27,B
41394680,11423,4/22/2022,9,A
50032670,11377,12/4/2019,10,A
50093908,10013,5/13/2022,0,A
41491940,10014,5/25/2022,20,B
50053020,10018,8/22/2019,23,B
41383250,11106,2/24/2020,26,B
50059314,11354,5/11/2022,10,A
50072979,11377,5/23/2022,0,A
50102780,10013,7/22/2021,48,C
40542546,11223,6/21/2022,12,A
50003026,11204,9/27/2021,6,A
50092836,11238,1/27/2020,4,A
41054695,10031,3/8/2022,7,A
41573305,11430,5/24/2018,13,A
50065831,11216,2/4/2022,14,B
40785565,10001,9/9/2022,29,C
50015706,11435,9/6/2022,27,B
50073387,10029,2/18/2020,41,C
41697115,10463,8/23/2022,12,A
50019234,11225,12/19/2019,15,B
40380660,10014,10/21/2019,12,A
40978159,10075,9/12/2019,12,A
50082366,10019,10/7/2019,25,B
50011531,11373,10/19/2022,10,A
40399739,11378,2/5/2019,6,A
41377019,11361,3/25/2019,23,B
50104925,10013,9/27/2022,26,B
50040484,10018,3/6/2020,13,A
41521810,10012,5/19/2022,23,B
41466982,10025,1/8/2020,4,A
50067182,11377,10/2/2017,103,C
41639626,10461,2/24/2022,10,A
50070447,10456,1/24/2022,22,B
50083753,11375,9/4/2019,40,C
40635294,11421,11/4/2019,12,A
50101878,10019,6/6/2022,0,A
40639934,10014,6/13/2019,9,A
50048850,10304,3/4/2020,26,B
40911611,11373,3/7/2022,7,A
